Change,Description,MultipleCompulsory,Department,Number,Grade,Class,Name,Url,Credit,YearSemester,CompulsoryElective,Restrict,Select,Selected,Remaining,Teacher,Room,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday,Context
,,,政經系,PE206,2,,統計學（二）,https://selcrs.nsysu.edu.tw/menu5/showoutline.asp?SYEAR=111&SEM=1&CrsDat=PE206&Crsname=統計學（二）,3,期,必,65,0,67,-2,王俊傑,社SS 3001,,,,234,,,,《講授類》 ※英語授課智慧城市與智慧運輸學程數據科學微學程
,,,政經系,PE231,1,,試試這樣學行政法－以案例討論為中心,https://selcrs.nsysu.edu.tw/menu5/showoutline.asp?SYEAR=111&SEM=1&CrsDat=PE231&Crsname=試試這樣學行政法－以案例討論為中心,3,期,選,59,0,47,12,李仲軒,社SS 3005,567,,,,,,,《講授類》與GEAI1657併班授課
,,,政經系,PE302,3,,國際政治經濟學,https://selcrs.nsysu.edu.tw/menu5/showoutline.asp?SYEAR=111&SEM=1&CrsDat=PE302&Crsname=國際政治經濟學,3,期,必,55,0,56,-1,辛翠玲,社SS 3005,,,,234,,,,《講授類》 日本研究學程
,,,政經系,PE309,2,,政治經濟學（二）,https://selcrs.nsysu.edu.tw/menu5/showoutline.asp?SYEAR=111&SEM=1&CrsDat=PE309&Crsname=政治經濟學（二）,3,期,必,60,0,58,2,陳若蘭,社SS 3001,,,,567,,,,《講授類》 ※英語授課
,,,政經系,PE321,3,,國際貿易原理與政策（一）,https://selcrs.nsysu.edu.tw/menu5/showoutline.asp?SYEAR=111&SEM=1&CrsDat=PE321&Crsname=國際貿易原理與政策（一）,3,期,選,50,1,23,27,吳世傑,社SS 1006,,234,,,,,,《講授類》
,,,政經系,PE324,3,,社會科學研究方法,https://selcrs.nsysu.edu.tw/menu5/showoutline.asp?SYEAR=111&SEM=1&CrsDat=PE324&Crsname=社會科學研究方法,3,期,選,50,3,56,-6,劉孟奇,社SS 3005,,,,,678,,,《講授類》 環境教育學程
,,,政經系,PE327,3,,管理經濟學,https://selcrs.nsysu.edu.tw/menu5/showoutline.asp?SYEAR=111&SEM=1&CrsDat=PE327&Crsname=管理經濟學,3,期,選,35,1,30,5,李明軒,社SS 1005,567,,,,,,,《講授類》與GEAI1623併開授課
,,,政經系,PE331,3,,產業經濟學,https://selcrs.nsysu.edu.tw/menu5/showoutline.asp?SYEAR=111&SEM=1&CrsDat=PE331&Crsname=產業經濟學,3,期,選,50,2,12,38,吳世傑,社SS 1006,,567,,,,,,《講授類》
,,,政經系,PE340,2,,全球化導論,https://selcrs.nsysu.edu.tw/menu5/showoutline.asp?SYEAR=111&SEM=1&CrsDat=PE340&Crsname=全球化導論,3,期,選,25,0,19,6,陳若蘭,社SS 3005,,567,,,,,,《講授類》與GEAI1645併班授課
,,,政經系,PE353,3,,時間序列分析,https://selcrs.nsysu.edu.tw/menu5/showoutline.asp?SYEAR=111&SEM=1&CrsDat=PE353&Crsname=時間序列分析,3,期,選,50,0,11,39,張光亮,社SS 1006,567,,,,,,,《講授類》 智慧城市與智慧運輸學程數據科學微學程
,,*,政經系,PE404,4,,政經實作專題（二）,https://selcrs.nsysu.edu.tw/menu5/showoutline.asp?SYEAR=111&SEM=1&CrsDat=PE404&Crsname=政經實作專題（二）,3,期,必,50,0,4,46,吳世傑,社SS 3005,A1B,,,,,,,《獨立研究》
,,*,政經系,PE404A,4,,政經實作專題（二）,https://selcrs.nsysu.edu.tw/menu5/showoutline.asp?SYEAR=111&SEM=1&CrsDat=PE404A&Crsname=政經實作專題（二）,3,期,必,50,0,3,47,劉孟奇,社SS 3005,,,,,A1B,,,《獨立研究》
異動,更換時間及教室9/5,*,政經系,PE404B,4,,政經實作專題（二）,https://selcrs.nsysu.edu.tw/menu5/showoutline.asp?SYEAR=111&SEM=1&CrsDat=PE404B&Crsname=政經實作專題（二）,3,期,必,50,0,7,43,辛翠玲,社SS 1005,,A1B,,,,,,《獨立研究》
,,*,政經系,PE404C,4,,政經實作專題（二）,https://selcrs.nsysu.edu.tw/menu5/showoutline.asp?SYEAR=111&SEM=1&CrsDat=PE404C&Crsname=政經實作專題（二）,3,期,必,50,0,6,44,張其祿,社SS 1005,,,,A1B,,,,《獨立研究》
,,*,政經系,PE404D,4,,政經實作專題（二）,https://selcrs.nsysu.edu.tw/menu5/showoutline.asp?SYEAR=111&SEM=1&CrsDat=PE404D&Crsname=政經實作專題（二）,3,期,必,50,0,7,43,李予綱,社SS 1004,,,,A1B,,,,《獨立研究》
,,*,政經系,PE404E,4,,政經實作專題（二）,https://selcrs.nsysu.edu.tw/menu5/showoutline.asp?SYEAR=111&SEM=1&CrsDat=PE404E&Crsname=政經實作專題（二）,3,期,必,50,0,6,44,張光亮,社SS 1006,A1B,,,,,,,《獨立研究》
,,*,政經系,PE404F,4,,政經實作專題（二）,https://selcrs.nsysu.edu.tw/menu5/showoutline.asp?SYEAR=111&SEM=1&CrsDat=PE404F&Crsname=政經實作專題（二）,3,期,必,50,0,6,44,王俊傑,社SS 1005,,,A1B,,,,,《獨立研究》
,,*,政經系,PE404G,4,,政經實作專題（二）,https://selcrs.nsysu.edu.tw/menu5/showoutline.asp?SYEAR=111&SEM=1&CrsDat=PE404G&Crsname=政經實作專題（二）,3,期,必,50,0,8,42,李明軒,社SS 3001,,A1B,,,,,,《獨立研究》
異動,更換時間8/24,*,政經系,PE404H,4,,政經實作專題（二）,https://selcrs.nsysu.edu.tw/menu5/showoutline.asp?SYEAR=111&SEM=1&CrsDat=PE404H&Crsname=政經實作專題（二）,3,期,必,50,0,3,47,陳若蘭,社SS 1005,,,,A1B,,,,《獨立研究》
,,*,政經系,PE404I,4,,政經實作專題（二）,https://selcrs.nsysu.edu.tw/menu5/showoutline.asp?SYEAR=111&SEM=1&CrsDat=PE404I&Crsname=政經實作專題（二）,3,期,必,50,0,6,44,顏孟芬,社SS 3005,,A1B,,,,,,《獨立研究》
,,,政經系,PE423,3,,賽局理論導論,https://selcrs.nsysu.edu.tw/menu5/showoutline.asp?SYEAR=111&SEM=1&CrsDat=PE423&Crsname=賽局理論導論,3,期,選,50,0,28,22,王俊傑,社SS 1006,234,,,,,,,《講授類》 智慧城市與智慧運輸學程數據科學微學程
異動,更換時間及教室7/21,,政經系,PE425,4,,公共選擇,https://selcrs.nsysu.edu.tw/menu5/showoutline.asp?SYEAR=111&SEM=1&CrsDat=PE425&Crsname=公共選擇,3,期,選,50,0,7,43,王俊傑,社SS 1005,,234,,,,,,《講授類》
異動,更換教室8/29,,社會系,SOC101,1,,社會學（一）,https://selcrs.nsysu.edu.tw/menu5/showoutline.asp?SYEAR=111&SEM=1&CrsDat=SOC101&Crsname=社會學（一）,3,期,必,50,0,52,-2,萬毓澤,社SS 4001,,,,678,,,,《講授類》點選本課請同時點選《社會學實習（一）》。
,,,社會系,SOC105,1,,社會學實習（一）,https://selcrs.nsysu.edu.tw/menu5/showoutline.asp?SYEAR=111&SEM=1&CrsDat=SOC105&Crsname=社會學實習（一）,1,期,必,50,0,51,-1,萬毓澤,社SS 1003,,,DE,,,,,《實習類》本課程限選修本系《社會學（一）》之學生。
,,,社會系,SOC130,1,,閱讀與寫作,https://selcrs.nsysu.edu.tw/menu5/showoutline.asp?SYEAR=111&SEM=1&CrsDat=SOC130&Crsname=閱讀與寫作,3,期,必,50,0,52,-2,王梅香,社SS 1003,678,,,,,,,《講授類》 中文創意跨域應用整合學程
,,,社會系,SOC201,2,,社會統計（一）,https://selcrs.nsysu.edu.tw/menu5/showoutline.asp?SYEAR=111&SEM=1&CrsDat=SOC201&Crsname=社會統計（一）,3,期,必,50,1,49,1,葉高華,圖IL PC 01,,234,,,,,,《講授類》點選本課請同時點選《社會統計實習（一）》。
異動,調整名額7/7,,社會系,SOC217,2,,經濟社會學,https://selcrs.nsysu.edu.tw/menu5/showoutline.asp?SYEAR=111&SEM=1&CrsDat=SOC217&Crsname=經濟社會學,3,期,選,30,1,5,25,王宏仁,社SS 4004-2,,,,234,,,,《講授類》
,,,社會系,SOC220,2,,社會統計實習（一）,https://selcrs.nsysu.edu.tw/menu5/showoutline.asp?SYEAR=111&SEM=1&CrsDat=SOC220&Crsname=社會統計實習（一）,1,期,必,50,0,48,2,葉高華,圖IL PC 02,,,,DE,,,,《實習類》本課程限選修本系《社會統計（一）》之學生。
,,,社會系,SOC246,2,,農業與社會,https://selcrs.nsysu.edu.tw/menu5/showoutline.asp?SYEAR=111&SEM=1&CrsDat=SOC246&Crsname=農業與社會,3,期,選,50,0,50,0,巴清雄,社SS 1003,,,,,678,,,《講授類》 地方創生與區域治理微學程地方創生與永續發展整合學程生態新農業微學程永續發展與社會創新學程臺灣研究學程
異動,6/23,,社會系,SOC255,2,,永續城鄉,https://selcrs.nsysu.edu.tw/menu5/showoutline.asp?SYEAR=111&SEM=1&CrsDat=SOC255&Crsname=永續城鄉,3,期,選,20,0,21,-1,"邱花妹,王梅香",社SS 4004-2,,678,,,,,,《講授類》1.選課者必須參與一學年課程2.曾修習環境相關課程為優先3.本課程列入「永續環境與社會創新」、「社區文創學程」選修課程社區文創微學程永續發展與社會創新學程
,,*,社會系,SOC301,3,,社會調查與研究方法（一）,https://selcrs.nsysu.edu.tw/menu5/showoutline.asp?SYEAR=111&SEM=1&CrsDat=SOC301&Crsname=社會調查與研究方法（一）,3,期,必,50,0,8,42,楊靜利,社SS 4004-2,234,,,,,,,《講授類》限修過本系或跨院選修之社會學(一)(二)且及格※多門必修需自行加選環境教育學程社區文創微學程永續發展與社會創新學程臺灣研究學程
,,*,社會系,SOC301A,3,,社會調查與研究方法（一）,https://selcrs.nsysu.edu.tw/menu5/showoutline.asp?SYEAR=111&SEM=1&CrsDat=SOC301A&Crsname=社會調查與研究方法（一）,3,期,必,50,0,7,43,邱花妹,社SS 3004-2,234,,,,,,,《講授類》限修過本系或跨院選修之社會學(一)(二)且及格※多門必修需自行加選環境教育學程社區文創微學程永續發展與社會創新學程臺灣研究學程
,,*,社會系,SOC301B,3,,社會調查與研究方法（一）,https://selcrs.nsysu.edu.tw/menu5/showoutline.asp?SYEAR=111&SEM=1&CrsDat=SOC301B&Crsname=社會調查與研究方法（一）,3,期,必,50,0,7,43,葉高華,社SS 3004-1,234,,,,,,,《講授類》限修過本系或跨院選修之社會學(一)(二)且及格※多門必修需自行加選環境教育學程社區文創微學程永續發展與社會創新學程臺灣研究學程
,,*,社會系,SOC301C,3,,社會調查與研究方法（一）,https://selcrs.nsysu.edu.tw/menu5/showoutline.asp?SYEAR=111&SEM=1&CrsDat=SOC301C&Crsname=社會調查與研究方法（一）,3,期,必,50,0,7,43,王梅香,社SS 1003,234,,,,,,,《講授類》限修過本系或跨院選修之社會學(一)(二)且及格※多門必修需自行加選環境教育學程社區文創微學程永續發展與社會創新學程臺灣研究學程
,,*,社會系,SOC301D,3,,社會調查與研究方法（一）,https://selcrs.nsysu.edu.tw/menu5/showoutline.asp?SYEAR=111&SEM=1&CrsDat=SOC301D&Crsname=社會調查與研究方法（一）,3,期,必,50,0,6,44,林傳凱,社SS 3007,234,,,,,,,《講授類》限修過本系或跨院選修之社會學(一)(二)且及格※多門必修需自行加選環境教育學程社區文創微學程永續發展與社會創新學程臺灣研究學程
,,,社會系,SOC302,3,,社會理論（一）,https://selcrs.nsysu.edu.tw/menu5/showoutline.asp?SYEAR=111&SEM=1&CrsDat=SOC302&Crsname=社會理論（一）,3,期,必,50,0,40,10,李宛儒,社SS 1003,,,,234,,,,《講授類》限修過本系或跨院選修之社會學(一)(二) 且及格。
,,,社會系,SOC341,3,,台灣漢人社區民族誌,https://selcrs.nsysu.edu.tw/menu5/showoutline.asp?SYEAR=111&SEM=1&CrsDat=SOC341&Crsname=台灣漢人社區民族誌,3,期,選,50,0,28,22,莊英章,社SS 4004-2,,,,678,,,,《講授類》
,,,社科院,CSS101,0,,心理學,https://selcrs.nsysu.edu.tw/menu5/showoutline.asp?SYEAR=111&SEM=1&CrsDat=CSS101&Crsname=心理學,3,期,選,20,0,23,-3,"邱文彬,鄭雯",社SS 2001,567,,,,,,,《講授類》 人力資源管理學程
異動,更換授課方式8/17,,社科院,CSS104,0,,政治學A,https://selcrs.nsysu.edu.tw/menu5/showoutline.asp?SYEAR=111&SEM=1&CrsDat=CSS104&Crsname=政治學A,3,期,選,10,0,5,5,方志��,社SS 1004,,,,,234,,,《講授類》 ※英語授課
,,,社科院,CSS106,0,,經濟學,https://selcrs.nsysu.edu.tw/menu5/showoutline.asp?SYEAR=111&SEM=1&CrsDat=CSS106&Crsname=經濟學,3,期,選,20,0,21,-1,吳若瑋,社SS 4001,234,,,,,,,《講授類》 金融工程學程
異動,更換教室9/14,,社科院,CSS112,0,,政治哲學導論,https://selcrs.nsysu.edu.tw/menu5/showoutline.asp?SYEAR=111&SEM=1&CrsDat=CSS112&Crsname=政治哲學導論,3,期,選,20,0,8,12,安兆驥,管CM 4036,,,567,,,,,《講授類》 ※英語授課
異動,更換教室9/14,,社科院,CSS114,0,,國際關係導論,https://selcrs.nsysu.edu.tw/menu5/showoutline.asp?SYEAR=111&SEM=1&CrsDat=CSS114&Crsname=國際關係導論,3,期,選,20,1,21,-1,陳宗巖,社SS 4001,567,,,,,,,《講授類》 法國語言、文化與社會學程
,,,社科院,CSS118,0,,城市觀光行銷學,https://selcrs.nsysu.edu.tw/menu5/showoutline.asp?SYEAR=111&SEM=1&CrsDat=CSS118&Crsname=城市觀光行銷學,3,期,選,20,2,29,-9,李怡德,社SS 3001,,89C,,,,,,《講授類》 智慧城市與智慧運輸學程
,,,社科院,CSS121,0,,法學緒論-法律是什麼？有什麼用？如何用？,https://selcrs.nsysu.edu.tw/menu5/showoutline.asp?SYEAR=111&SEM=1&CrsDat=CSS121&Crsname=法學緒論-法律是什麼？有什麼用？如何用？,3,期,選,20,0,18,2,"徐正戎,呂嘉穎",社SS 3001,,,567,,,,,《講授類》
異動,更換教室9/7,,社科院,CSS124,0,,程式思維與多媒體開發,https://selcrs.nsysu.edu.tw/menu5/showoutline.asp?SYEAR=111&SEM=1&CrsDat=CSS124&Crsname=程式思維與多媒體開發,3,期,選,30,0,9,21,陳俊宏,圖IL PC03,,,567,,,,,《講授類》『本課程之限修，於加退選2階段開放選修』。限非應數、電機、機電、資工、材光、光電、資管、海工系學生修習
異動,更換時間8/11,,社科院,CSS127,0,,智慧金融,https://selcrs.nsysu.edu.tw/menu5/showoutline.asp?SYEAR=111&SEM=1&CrsDat=CSS127&Crsname=智慧金融,3,期,選,20,0,28,-8,李予綱,社SS 3001,9CD,,,,,,,《講授類》 智慧城市與智慧運輸學程數據科學微學程
異動,修正備註說明7/1,,社科院,CSS128,0,,創意手機遊戲程式設計,https://selcrs.nsysu.edu.tw/menu5/showoutline.asp?SYEAR=111&SEM=1&CrsDat=CSS128&Crsname=創意手機遊戲程式設計,3,期,選,30,0,17,13,李春雄,圖IL PC01,,,,234,,,,《講授類》『本課程之限修，於加退選2階段開放選修』。限非應數、電機、機電、資工、材光、光電、資管、海工系學生修習
異動,更換教室及名額9/14,,社科院,CSS133,0,,永續都市環境行為及心理學,https://selcrs.nsysu.edu.tw/menu5/showoutline.asp?SYEAR=111&SEM=1&CrsDat=CSS133&Crsname=永續都市環境行為及心理學,3,期,選,25,3,24,1,謝旭昇,社SS 1002,,,,,234,,,《講授類》 地方創生與區域治理微學程智慧城市與智慧運輸學程都市永續規劃與管理微學程
,,,社科院,CSS134,0,,智慧城市與智慧運輸趨勢、發展及課題研析,https://selcrs.nsysu.edu.tw/menu5/showoutline.asp?SYEAR=111&SEM=1&CrsDat=CSS134&Crsname=智慧城市與智慧運輸趨勢、發展及課題研析,3,期,選,20,5,29,-9,"李予綱,蔣依吾",社SS 3001,,,,,567,,,《講授類》 智慧城市與智慧運輸學程數據科學微學程都市文化與地景微學程環境、社會及公司治理城市行銷微學程
異動,更換教室8/31,,社科院,CSS135,0,,國際金融,https://selcrs.nsysu.edu.tw/menu5/showoutline.asp?SYEAR=111&SEM=1&CrsDat=CSS135&Crsname=國際金融,3,期,選,10,0,14,-4,吳致寧,社SS 1002,,678,,,,,,《講授類》 智慧城市與智慧運輸學程數據科學微學程
異動,更換教室9/14,,社科院,CSS137,0,,資料視覺化,https://selcrs.nsysu.edu.tw/menu5/showoutline.asp?SYEAR=111&SEM=1&CrsDat=CSS137&Crsname=資料視覺化,3,期,選,60,0,51,9,李予綱,社SS 3001,567,,,,,,,《講授類》 智慧城市與智慧運輸學程數據科學微學程
新增,8/5,,社科院,CSS138,0,,智慧時代下的媒體識讀,https://selcrs.nsysu.edu.tw/menu5/showoutline.asp?SYEAR=111&SEM=1&CrsDat=CSS138&Crsname=智慧時代下的媒體識讀,3,期,選,100,1,99,1,李予綱,社SS 1002,234,,,,,,,《講授類》 智慧城市與智慧運輸學程數據科學微學程
,,,社科院,CSS140,0,,智慧城市數位轉型,https://selcrs.nsysu.edu.tw/menu5/showoutline.asp?SYEAR=111&SEM=1&CrsDat=CSS140&Crsname=智慧城市數位轉型,3,期,選,100,5,99,1,李予綱,社SS 3001,,,,,234,,,《講授類》 智慧城市與智慧運輸學程都市永續規劃與管理微學程
異動,更換教室及名額9/15,,社科院,CSS141,0,,智慧治理：危機與創新,https://selcrs.nsysu.edu.tw/menu5/showoutline.asp?SYEAR=111&SEM=1&CrsDat=CSS141&Crsname=智慧治理：危機與創新,3,期,選,20,0,19,1,游尚儒,管CM 0052,,,,,678,,,《講授類》 智慧城市與智慧運輸學程都市永續規劃與管理微學程
,,,社科院,CSS146,0,,西方政治思想史,https://selcrs.nsysu.edu.tw/menu5/showoutline.asp?SYEAR=111&SEM=1&CrsDat=CSS146&Crsname=西方政治思想史,3,期,選,20,1,22,-2,沈明璁,社SS 4001,,,,234,,,,《講授類》
,,,社科院,CSS147,0,,總體經濟與政策分析,https://selcrs.nsysu.edu.tw/menu5/showoutline.asp?SYEAR=111&SEM=1&CrsDat=CSS147&Crsname=總體經濟與政策分析,3,期,選,10,0,10,0,陳冠任,社SS 1004,234,,,,,,,《講授類》
,,,社科院,CSS148,0,,ESG趨勢：在地與全球,https://selcrs.nsysu.edu.tw/menu5/showoutline.asp?SYEAR=111&SEM=1&CrsDat=CSS148&Crsname=ESG趨勢：在地與全球,3,期,選,100,2,58,42,呂嘉穎,社SS 1002,,234,,,,,,《講授類》 環境、社會及公司治理
異動,更換教室8/31,,社科院,CSS149,0,,解析ESG及其相關應用,https://selcrs.nsysu.edu.tw/menu5/showoutline.asp?SYEAR=111&SEM=1&CrsDat=CSS149&Crsname=解析ESG及其相關應用,3,期,選,100,0,38,62,呂嘉穎,社SS 4001,,567,,,,,,《講授類》
新增,8/10,,社科院,CSS150,0,,文化地景專題：遺產化的政治經濟學,https://selcrs.nsysu.edu.tw/menu5/showoutline.asp?SYEAR=111&SEM=1&CrsDat=CSS150&Crsname=文化地景專題：遺產化的政治經濟學,3,期,選,50,0,5,45,蔡書瑋,社SS 2011,,,,234,,,,《講授類》
,,,社科院,CSS401,0,,數位行銷傳播,https://selcrs.nsysu.edu.tw/menu5/showoutline.asp?SYEAR=111&SEM=1&CrsDat=CSS401&Crsname=數位行銷傳播,3,期,選,80,3,85,-5,李予綱,社小劇場,,,567,,,,,《講授類》 智慧城市與智慧運輸學程
異動,修正限修條件9/15,,西灣學院,SWC101,0,,職涯探索與實習,https://selcrs.nsysu.edu.tw/menu5/showoutline.asp?SYEAR=111&SEM=1&CrsDat=SWC101&Crsname=職涯探索與實習,3,期,選,60,2,30,30,"王致遠,王啟仲",通GE 4016,,,,567,,,,《講授類》 人力資源管理學程
,,,人科學程,PIS1001,1,,文化人類學,https://selcrs.nsysu.edu.tw/menu5/showoutline.asp?SYEAR=111&SEM=1&CrsDat=PIS1001&Crsname=文化人類學,3,期,必,35,0,34,1,宋世祥,西SW 1005,,,234,,,,,《講授類》
異動,調整名額8/17,,人科學程,PIS1002,1,,基礎程式應用,https://selcrs.nsysu.edu.tw/menu5/showoutline.asp?SYEAR=111&SEM=1&CrsDat=PIS1002&Crsname=基礎程式應用,3,期,必,36,0,32,4,楊政融,西SW 1007,,,,34B,,,,《講授類》 ※英語授課
,,,人科學程,PIS1011,1,,[中山x高美館] 世界美術館與城市巡禮,https://selcrs.nsysu.edu.tw/menu5/showoutline.asp?SYEAR=111&SEM=1&CrsDat=PIS1011&Crsname=[中山x高美館] 世界美術館與城市巡禮,3,期,選,20,1,19,1,趙可卿,西SW 1007,,567,,,,,,《講授類》 都市文化與地景微學程
異動,專簽更教師10/3,,人科學程,PIS1012,1,,自主獨立研究與創新實踐,https://selcrs.nsysu.edu.tw/menu5/showoutline.asp?SYEAR=111&SEM=1&CrsDat=PIS1012&Crsname=自主獨立研究與創新實踐,2,期,選,50,0,3,47,"楊政融,宋世祥,謝如梅",西SW 1003,,,,,,78,,《獨立研究》
,,,人科學程,PIS1101,1,,智慧型運輸系統,https://selcrs.nsysu.edu.tw/menu5/showoutline.asp?SYEAR=111&SEM=1&CrsDat=PIS1101&Crsname=智慧型運輸系統,3,期,選,50,2,50,0,夏晧清,西SW 1005,,567,,,,,,《講授類》 智慧城市與智慧運輸學程都市永續規劃與管理微學程智慧港埠微學程
,,,人科學程,PIS1103,1,,都市環境概論,https://selcrs.nsysu.edu.tw/menu5/showoutline.asp?SYEAR=111&SEM=1&CrsDat=PIS1103&Crsname=都市環境概論,3,期,選,50,0,37,13,夏晧清,西SW 1005,,234,,,,,,《講授類》 智慧城市與智慧運輸學程都市永續規劃與管理微學程綠色港市微學程
異動,確認教師8/5,,人科學程,PIS1201,1,,音場技術導論,https://selcrs.nsysu.edu.tw/menu5/showoutline.asp?SYEAR=111&SEM=1&CrsDat=PIS1201&Crsname=音場技術導論,1,期,選,50,0,5,45,陳以軒,,,,,678,,,,《講授類》 沉浸式體驗技術與應用學程音場技術與情境感受微學程沉浸式體驗內容應用微學程
,,,人科學程,PIS1202,1,,情境感受導論,https://selcrs.nsysu.edu.tw/menu5/showoutline.asp?SYEAR=111&SEM=1&CrsDat=PIS1202&Crsname=情境感受導論,1,期,選,50,0,14,36,莊子肇,,,,,,234,,,《講授類》 沉浸式體驗技術與應用學程音場技術與情境感受微學程沉浸式體驗內容應用微學程
,,,人科學程,PIS1207,1,,多維度媒體實務,https://selcrs.nsysu.edu.tw/menu5/showoutline.asp?SYEAR=111&SEM=1&CrsDat=PIS1207&Crsname=多維度媒體實務,3,期,選,50,0,9,41,邱日清,工EC 6016,,,,,678,,,《講授類》 沉浸式體驗技術與應用學程音場技術與情境感受微學程沉浸式體驗內容應用微學程
,,,人科學程,PIS1211,1,,多軸動感平台體感控制,https://selcrs.nsysu.edu.tw/menu5/showoutline.asp?SYEAR=111&SEM=1&CrsDat=PIS1211&Crsname=多軸動感平台體感控制,3,期,選,50,0,3,47,邱日清,工EC 6010-2,,,567,,,,,《講授類》 沉浸式體驗技術與應用學程音場技術與情境感受微學程沉浸式體驗內容應用微學程
異動,更換教室7/13,,人科學程,PIS1302,1,,食品科學概論,https://selcrs.nsysu.edu.tw/menu5/showoutline.asp?SYEAR=111&SEM=1&CrsDat=PIS1302&Crsname=食品科學概論,2,期,選,50,4,50,0,吳長益,理SC 0014,,,,,56,,,《講授類》 食品安全學程
異動,更換時間及教室7/13,,人科學程,PIS1304,1,,食品營養安全與健康講座,https://selcrs.nsysu.edu.tw/menu5/showoutline.asp?SYEAR=111&SEM=1&CrsDat=PIS1304&Crsname=食品營養安全與健康講座,2,期,選,125,1,115,10,"謝建台,吳長益",通GE 1010,34,,,,,,,《演講/參訪》 食品安全學程
,,,人科學程,PIS1305,1,,營養與藥物安全講座,https://selcrs.nsysu.edu.tw/menu5/showoutline.asp?SYEAR=111&SEM=1&CrsDat=PIS1305&Crsname=營養與藥物安全講座,2,期,選,50,2,52,-2,"廖志中,李景欽",海MA 3021,,,34,,,,,《講授類》 校園預防醫學學程印象海味微學程
異動,更換時間及教室7/13,,人科學程,PIS1306,1,,身心健康醫學講座,https://selcrs.nsysu.edu.tw/menu5/showoutline.asp?SYEAR=111&SEM=1&CrsDat=PIS1306&Crsname=身心健康醫學講座,2,期,選,40,5,42,-2,"謝建台,余靈珊",工EC 2002,,,,,34,,,《講授類》 校園預防醫學學程
異動,更換時間及教室7/13,,人科學程,PIS1310,1,,人體構造代謝與免疫,https://selcrs.nsysu.edu.tw/menu5/showoutline.asp?SYEAR=111&SEM=1&CrsDat=PIS1310&Crsname=人體構造代謝與免疫,3,期,選,120,2,87,33,"謝建台,李啟偉",海MA 3021,,,,678,,,,《講授類》
新增,8/17,,人科學程,PIS1505,1,,出走西灣 希望高雄：系列工作坊（五）,https://selcrs.nsysu.edu.tw/menu5/showoutline.asp?SYEAR=111&SEM=1&CrsDat=PIS1505&Crsname=出走西灣 希望高雄：系列工作坊（五）,1,期,選,50,0,3,47,"陳孟仙,陸曉筠",,B5,,,,,,,《演講/參訪》『本課程之限修，於加退選2階段開放選修』。『本課程之限修，於加退選1階段開放選修且僅限參與課程甄選，入選者方得加選』。
,,,人科學程,PIS2000,2,,空間調查分析與規劃,https://selcrs.nsysu.edu.tw/menu5/showoutline.asp?SYEAR=111&SEM=1&CrsDat=PIS2000&Crsname=空間調查分析與規劃,3,期,必,50,0,29,21,夏晧清,西SW 1007,,,567,,,,,《講授類》 智慧城市與智慧運輸學程都市永續規劃與管理微學程
,,,人科學程,PIS2002,2,,設計思考,https://selcrs.nsysu.edu.tw/menu5/showoutline.asp?SYEAR=111&SEM=1&CrsDat=PIS2002&Crsname=設計思考,3,期,必,50,1,40,10,宋世祥,西SW 1007,,,,567,,,,《講授類》 生態想想微學程STREAM永續發展培力微學程
,,,人科學程,PIS2003,1,,科技創新趨勢與需求探索,https://selcrs.nsysu.edu.tw/menu5/showoutline.asp?SYEAR=111&SEM=1&CrsDat=PIS2003&Crsname=科技創新趨勢與需求探索,3,期,必,50,0,33,17,謝如梅,西SW 1005,,,,678,,,,《講授類》
,,,人科學程,PIS2007,2,,創意街區發展與設計思考,https://selcrs.nsysu.edu.tw/menu5/showoutline.asp?SYEAR=111&SEM=1&CrsDat=PIS2007&Crsname=創意街區發展與設計思考,3,期,選,50,0,8,42,宋世祥,西SW 1004,,567,,,,,,《講授類》 公民參與微學程
,,,人科學程,PIS2008,2,,設計心理學,https://selcrs.nsysu.edu.tw/menu5/showoutline.asp?SYEAR=111&SEM=1&CrsDat=PIS2008&Crsname=設計心理學,3,期,選,50,0,21,29,張淑美,西SW 1004,,,,567,,,,《講授類》
,,,人科學程,PIS2011,2,,創意設計方法,https://selcrs.nsysu.edu.tw/menu5/showoutline.asp?SYEAR=111&SEM=1&CrsDat=PIS2011&Crsname=創意設計方法,3,期,選,35,0,25,10,張淑美,西SW 1005,,,567,,,,,《講授類》 STREAM永續發展培力微學程
,,,人科學程,PIS2019,2,,商業策略與管理,https://selcrs.nsysu.edu.tw/menu5/showoutline.asp?SYEAR=111&SEM=1&CrsDat=PIS2019&Crsname=商業策略與管理,3,期,選,50,0,14,36,謝如梅,西SW 1005,678,,,,,,,《講授類》
異動,確認教師7/26,,人科學程,PIS3002,3,,跨領域創新專題（二）,https://selcrs.nsysu.edu.tw/menu5/showoutline.asp?SYEAR=111&SEM=1&CrsDat=PIS3002&Crsname=跨領域創新專題（二）,3,期,必,50,0,23,27,"宋世祥,夏晧清,張淑美,陸曉筠,楊政融,趙可卿,謝如梅",西SW 1005,,,,,,234,,《獨立研究》
異動,確認教師及時間8/3,,人科學程,PIS4002,4,,創新設計或創業專題（二）,https://selcrs.nsysu.edu.tw/menu5/showoutline.asp?SYEAR=111&SEM=1&CrsDat=PIS4002&Crsname=創新設計或創業專題（二）,2,期,必,50,0,3,47,"謝如梅,宋世祥,楊政融",西SW 1005,,,,,,56,,《獨立研究》
